dataset,prompt_type,model,config_n,config_k,config_q,run_id,correct,total,errors,accuracy,run_duration_seconds,avg_trial_wall_seconds,avg_trial_api_seconds,system_fallback_count,artifact_dir
flowers,nle,google/gemini-2.5-flash,2,5,1,2,2,2,0,1.0000,7.7452,3.8698,3.4375,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N2_K5_Q1/run_2
flowers,nle,google/gemini-2.5-flash,2,5,1,3,2,2,0,1.0000,5.7133,2.8533,2.5230,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N2_K5_Q1/run_3
flowers,nle,google/gemini-2.5-flash,2,5,1,4,2,2,0,1.0000,8.7561,4.3741,3.8985,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N2_K5_Q1/run_4
flowers,nle,google/gemini-2.5-flash,2,5,1,5,2,2,0,1.0000,4.8455,2.4201,1.8881,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N2_K5_Q1/run_5
flowers,nle,google/gemini-2.5-flash,3,1,1,0,3,3,0,1.0000,5.7552,1.9118,1.7214,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K1_Q1/run_0
flowers,nle,google/gemini-2.5-flash,3,1,1,1,3,3,0,1.0000,3.9645,1.3200,1.1724,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K1_Q1/run_1
flowers,nle,google/gemini-2.5-flash,3,1,1,2,3,3,0,1.0000,4.8912,1.6291,1.5185,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K1_Q1/run_2
flowers,nle,google/gemini-2.5-flash,3,1,1,3,3,3,0,1.0000,18.0315,6.0067,5.7870,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K1_Q1/run_3
flowers,nle,google/gemini-2.5-flash,3,5,1,0,3,3,0,1.0000,11.4799,3.8114,3.2686,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K5_Q1/run_0
flowers,nle,google/gemini-2.5-flash,3,5,1,1,3,3,0,1.0000,5.8071,1.9332,1.4506,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K5_Q1/run_1
flowers,nle,google/gemini-2.5-flash,3,5,1,2,3,3,0,1.0000,6.4424,2.1450,1.7582,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K5_Q1/run_2
flowers,nle,google/gemini-2.5-flash,3,5,1,3,3,3,0,1.0000,6.3047,2.0810,1.5275,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N3_K5_Q1/run_3
flowers,nle,google/gemini-2.5-flash,4,1,1,0,4,4,0,1.0000,6.6860,1.6677,1.4640,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N4_K1_Q1/run_0
flowers,nle,google/gemini-2.5-flash,4,1,1,1,4,4,0,1.0000,7.2066,1.8004,1.6064,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N4_K1_Q1/run_1
flowers,nle,google/gemini-2.5-flash,4,1,1,2,4,4,0,1.0000,8.5535,2.1268,1.9086,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N4_K1_Q1/run_2
flowers,nle,google/gemini-2.5-flash,4,5,1,0,4,4,0,1.0000,26.2851,6.5687,5.9737,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N4_K5_Q1/run_0
flowers,nle,google/gemini-2.5-flash,4,5,1,1,4,4,0,1.0000,9.2170,2.3020,1.6462,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N4_K5_Q1/run_1
flowers,nle,google/gemini-2.5-flash,4,5,1,2,4,4,0,1.0000,11.0167,2.7518,2.1087,0,models/google-gemini-2.5-flash/datasets/flowers/nle/N4_K5_Q1/run_2
flowers,features,google/gemini-2.5-flash,2,1,1,0,2,2,0,1.0000,2.2460,1.1094,0.9537,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K1_Q1/run_0
flowers,features,google/gemini-2.5-flash,2,1,1,1,2,2,0,1.0000,1.7948,0.8954,0.7570,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K1_Q1/run_1
flowers,features,google/gemini-2.5-flash,2,1,1,2,2,2,0,1.0000,1.6138,0.8051,0.7080,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K1_Q1/run_2
flowers,features,google/gemini-2.5-flash,2,1,1,3,2,2,0,1.0000,1.7529,0.8737,0.7533,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K1_Q1/run_3
flowers,features,google/gemini-2.5-flash,2,1,1,4,2,2,0,1.0000,2.1406,1.0641,0.9098,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K1_Q1/run_4
flowers,features,google/gemini-2.5-flash,2,1,1,5,2,2,0,1.0000,2.7405,1.3665,1.2417,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K1_Q1/run_5
flowers,features,google/gemini-2.5-flash,2,5,1,0,2,2,0,1.0000,2.7080,1.3509,1.0873,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K5_Q1/run_0
flowers,features,google/gemini-2.5-flash,2,5,1,1,2,2,0,1.0000,2.3225,1.1592,1.0086,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K5_Q1/run_1
flowers,features,google/gemini-2.5-flash,2,5,1,2,2,2,0,1.0000,2.8554,1.4256,1.0674,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K5_Q1/run_2
flowers,features,google/gemini-2.5-flash,2,5,1,3,2,2,0,1.0000,2.4154,1.2057,0.9935,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K5_Q1/run_3
flowers,features,google/gemini-2.5-flash,2,5,1,4,2,2,0,1.0000,2.8076,1.3999,1.1830,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K5_Q1/run_4
flowers,features,google/gemini-2.5-flash,2,5,1,5,2,2,0,1.0000,3.0109,1.5033,0.9543,0,models/google-gemini-2.5-flash/datasets/flowers/features/N2_K5_Q1/run_5
flowers,features,google/gemini-2.5-flash,3,1,1,0,3,3,0,1.0000,6.4932,2.1612,2.0300,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K1_Q1/run_0
flowers,features,google/gemini-2.5-flash,3,1,1,1,3,3,0,1.0000,2.9777,0.9910,0.7991,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K1_Q1/run_1
flowers,features,google/gemini-2.5-flash,3,1,1,2,3,3,0,1.0000,2.8378,0.9446,0.7949,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K1_Q1/run_2
flowers,features,google/gemini-2.5-flash,3,1,1,3,3,3,0,1.0000,3.2472,1.0807,0.8934,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K1_Q1/run_3
flowers,features,google/gemini-2.5-flash,3,5,1,0,3,3,0,1.0000,7.6271,2.5401,1.8740,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K5_Q1/run_0
flowers,features,google/gemini-2.5-flash,3,5,1,1,3,3,0,1.0000,6.1638,2.0519,1.4597,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K5_Q1/run_1
flowers,features,google/gemini-2.5-flash,3,5,1,2,3,3,0,1.0000,4.4585,1.4833,0.9335,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K5_Q1/run_2
flowers,features,google/gemini-2.5-flash,3,5,1,3,3,3,0,1.0000,5.7927,1.9291,1.3050,0,models/google-gemini-2.5-flash/datasets/flowers/features/N3_K5_Q1/run_3
flowers,features,google/gemini-2.5-flash,4,1,1,0,4,4,0,1.0000,4.7187,1.1780,0.9804,0,models/google-gemini-2.5-flash/datasets/flowers/features/N4_K1_Q1/run_0
flowers,features,google/gemini-2.5-flash,4,1,1,1,4,4,0,1.0000,7.9111,1.9741,1.7059,0,models/google-gemini-2.5-flash/datasets/flowers/features/N4_K1_Q1/run_1
flowers,features,google/gemini-2.5-flash,4,1,1,2,4,4,0,1.0000,4.3249,1.0794,0.8882,0,models/google-gemini-2.5-flash/datasets/flowers/features/N4_K1_Q1/run_2
flowers,features,google/gemini-2.5-flash,4,5,1,0,4,4,0,1.0000,7.0967,1.7699,1.0016,0,models/google-gemini-2.5-flash/datasets/flowers/features/N4_K5_Q1/run_0
flowers,features,google/gemini-2.5-flash,4,5,1,1,4,4,0,1.0000,11.4412,2.8579,2.3042,0,models/google-gemini-2.5-flash/datasets/flowers/features/N4_K5_Q1/run_1
flowers,features,google/gemini-2.5-flash,4,5,1,2,4,4,0,1.0000,8.6337,2.1555,1.4448,0,models/google-gemini-2.5-flash/datasets/flowers/features/N4_K5_Q1/run_2
flowers,rulebased,google/gemini-2.5-flash,2,1,1,0,2,2,0,1.0000,3.0673,1.5267,1.3927,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K1_Q1/run_0
flowers,rulebased,google/gemini-2.5-flash,2,1,1,1,2,2,0,1.0000,3.6121,1.7923,1.6408,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K1_Q1/run_1
flowers,rulebased,google/gemini-2.5-flash,2,1,1,2,2,2,0,1.0000,3.5604,1.7782,1.6789,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K1_Q1/run_2
flowers,rulebased,google/gemini-2.5-flash,2,1,1,3,2,2,0,1.0000,3.7730,1.8776,1.7050,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K1_Q1/run_3
flowers,rulebased,google/gemini-2.5-flash,2,1,1,4,2,2,0,1.0000,3.1023,1.5466,1.4070,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K1_Q1/run_4
flowers,rulebased,google/gemini-2.5-flash,2,1,1,5,2,2,0,1.0000,3.5864,1.7897,1.7135,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K1_Q1/run_5
flowers,rulebased,google/gemini-2.5-flash,2,5,1,0,2,2,0,1.0000,4.4253,2.2103,1.6047,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K5_Q1/run_0
flowers,rulebased,google/gemini-2.5-flash,2,5,1,1,2,2,0,1.0000,3.5640,1.7796,1.5445,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K5_Q1/run_1
flowers,rulebased,google/gemini-2.5-flash,2,5,1,2,2,2,0,1.0000,4.7151,2.3553,1.9342,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K5_Q1/run_2
flowers,rulebased,google/gemini-2.5-flash,2,5,1,3,2,2,0,1.0000,4.8286,2.4122,2.0016,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K5_Q1/run_3
flowers,rulebased,google/gemini-2.5-flash,2,5,1,4,2,2,0,1.0000,5.7293,2.8621,2.5311,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K5_Q1/run_4
flowers,rulebased,google/gemini-2.5-flash,2,5,1,5,2,2,0,1.0000,3.9944,1.9945,1.7767,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N2_K5_Q1/run_5
flowers,rulebased,google/gemini-2.5-flash,3,1,1,0,3,3,0,1.0000,5.9905,1.9850,1.7806,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K1_Q1/run_0
flowers,rulebased,google/gemini-2.5-flash,3,1,1,1,3,3,0,1.0000,5.9276,1.9731,1.8514,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K1_Q1/run_1
flowers,rulebased,google/gemini-2.5-flash,3,1,1,2,3,3,0,1.0000,4.8589,1.6168,1.4951,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K1_Q1/run_2
flowers,rulebased,google/gemini-2.5-flash,3,1,1,3,3,3,0,1.0000,6.0173,2.0034,1.8523,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K1_Q1/run_3
flowers,rulebased,google/gemini-2.5-flash,3,5,1,0,3,3,0,1.0000,7.4591,2.4825,1.8977,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K5_Q1/run_0
flowers,rulebased,google/gemini-2.5-flash,3,5,1,1,3,3,0,1.0000,11.5930,3.8620,3.2473,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K5_Q1/run_1
flowers,rulebased,google/gemini-2.5-flash,3,5,1,2,3,3,0,1.0000,8.0094,2.6678,2.0608,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K5_Q1/run_2
flowers,rulebased,google/gemini-2.5-flash,3,5,1,3,3,3,0,1.0000,8.3917,2.7946,2.2808,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N3_K5_Q1/run_3
flowers,rulebased,google/gemini-2.5-flash,4,1,1,0,4,4,0,1.0000,9.0221,2.2540,2.0596,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N4_K1_Q1/run_0
flowers,rulebased,google/gemini-2.5-flash,4,1,1,1,4,4,0,1.0000,13.7648,3.4398,3.2273,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N4_K1_Q1/run_1
flowers,rulebased,google/gemini-2.5-flash,4,1,1,2,4,4,0,1.0000,8.4649,2.1149,1.9245,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N4_K1_Q1/run_2
flowers,rulebased,google/gemini-2.5-flash,4,5,1,0,4,4,0,1.0000,16.1408,4.0324,3.1000,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N4_K5_Q1/run_0
flowers,rulebased,google/gemini-2.5-flash,4,5,1,1,4,4,0,1.0000,15.0150,3.7491,3.1901,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N4_K5_Q1/run_1
flowers,rulebased,google/gemini-2.5-flash,4,5,1,2,4,4,0,1.0000,13.8432,3.4545,2.7229,0,models/google-gemini-2.5-flash/datasets/flowers/rulebased/N4_K5_Q1/run_2
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,1,1,0,2,2,0,1.0000,2.7746,1.3847,1.2323,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_0
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,1,1,1,2,2,0,1.0000,2.8643,1.4237,1.2966,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_1
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,1,1,2,2,2,0,1.0000,3.7202,1.8572,1.6941,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_2
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,1,1,3,2,2,0,1.0000,4.1716,2.0830,1.9225,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_3
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,1,1,4,2,2,0,1.0000,3.5400,1.7601,1.6141,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_4
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,1,1,5,2,2,0,1.0000,3.5004,1.7475,1.5940,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_5
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,5,1,0,2,2,0,1.0000,3.4801,1.7371,1.3957,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_0
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,5,1,1,2,2,0,1.0000,4.6559,2.3228,2.0519,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_1
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,5,1,2,2,2,0,1.0000,3.9522,1.9711,1.7768,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_2
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,5,1,3,2,2,0,1.0000,4.0272,2.0082,1.5891,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_3
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,5,1,4,2,2,0,1.0000,4.7690,2.3808,1.9627,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_4
flowers,axioms_ontology_v2,google/gemini-2.5-flash,2,5,1,5,2,2,0,1.0000,4.0988,2.0463,1.6647,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_5
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,1,1,0,3,3,0,1.0000,5.7432,1.9113,1.7262,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_0
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,1,1,1,3,3,0,1.0000,4.7971,1.5938,1.3730,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_1
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,1,1,2,3,3,0,1.0000,14.9512,4.9807,4.8183,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_2
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,1,1,3,3,3,0,1.0000,5.9080,1.9676,1.7861,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_3
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,5,1,0,3,3,0,1.0000,6.8924,2.2876,1.8377,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_0
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,5,1,1,3,3,0,1.0000,6.9849,2.3257,1.9048,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_1
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,5,1,2,3,3,0,1.0000,5.9059,1.9655,1.4762,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_2
flowers,axioms_ontology_v2,google/gemini-2.5-flash,3,5,1,3,3,3,0,1.0000,7.1010,2.3648,1.9162,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_3
flowers,axioms_ontology_v2,google/gemini-2.5-flash,4,1,1,0,4,4,0,1.0000,6.5233,1.6292,1.4122,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_0
flowers,axioms_ontology_v2,google/gemini-2.5-flash,4,1,1,1,4,4,0,1.0000,7.3139,1.8244,1.6106,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_1
flowers,axioms_ontology_v2,google/gemini-2.5-flash,4,1,1,2,4,4,0,1.0000,6.3517,1.5861,1.3592,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_2
flowers,axioms_ontology_v2,google/gemini-2.5-flash,4,5,1,0,4,4,0,1.0000,12.5551,3.1360,2.5223,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_0
flowers,axioms_ontology_v2,google/gemini-2.5-flash,4,5,1,1,4,4,0,1.0000,14.1596,3.5376,2.9928,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_1
flowers,axioms_ontology_v2,google/gemini-2.5-flash,4,5,1,2,4,4,0,1.0000,13.5986,3.3946,2.7423,0,models/google-gemini-2.5-flash/datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_2
pets,classification,google/gemini-2.5-flash,2,1,1,0,2,2,0,1.0000,1.9809,0.9880,0.8356,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K1_Q1/run_0
pets,classification,google/gemini-2.5-flash,2,1,1,1,2,2,0,1.0000,4.9959,2.4964,2.3539,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K1_Q1/run_1
pets,classification,google/gemini-2.5-flash,2,1,1,2,2,2,0,1.0000,5.0025,2.4983,2.3743,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K1_Q1/run_2
pets,classification,google/gemini-2.5-flash,2,1,1,3,2,2,0,1.0000,2.9972,1.4969,1.3689,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K1_Q1/run_3
pets,classification,google/gemini-2.5-flash,2,1,1,4,2,2,0,1.0000,1.9541,0.9749,0.8430,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K1_Q1/run_4
pets,classification,google/gemini-2.5-flash,2,1,1,5,2,2,0,1.0000,3.3657,1.6805,1.5930,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K1_Q1/run_5
pets,classification,google/gemini-2.5-flash,2,5,1,0,2,2,0,1.0000,4.8326,2.4088,2.0408,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K5_Q1/run_0
pets,classification,google/gemini-2.5-flash,2,5,1,1,2,2,0,1.0000,6.2359,3.0869,2.4821,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K5_Q1/run_1
pets,classification,google/gemini-2.5-flash,2,5,1,2,2,2,0,1.0000,2.9757,1.4847,1.2274,0,models/google-gemini-2.5-flash/datasets/pets/classification/N2_K5_Q1/run_2
