prompt_type,model,dataset,config_n,config_k,correct,total,accuracy,standard_error,ci95_low,ci95_high
axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,pets,2,5,12,12,1.0000,0.000000,0.7575,1.0000
axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,pets,3,1,9,12,0.7500,0.125000,0.4677,0.9111
axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,pets,3,5,12,12,1.0000,0.000000,0.7575,1.0000
axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,pets,4,1,8,12,0.6667,0.136083,0.3906,0.8619
axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,pets,4,5,8,12,0.6667,0.136083,0.3906,0.8619
classification,qwen/qwen3-vl-8b-instruct,cifar10,2,1,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,cifar10,2,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,cifar10,3,1,11,12,0.9167,0.079786,0.6461,0.9851
classification,qwen/qwen3-vl-8b-instruct,cifar10,3,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,cifar10,4,1,10,12,0.8333,0.107583,0.5520,0.9530
classification,qwen/qwen3-vl-8b-instruct,cifar10,4,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,dtd,2,1,11,12,0.9167,0.079786,0.6461,0.9851
classification,qwen/qwen3-vl-8b-instruct,dtd,2,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,dtd,3,1,11,12,0.9167,0.079786,0.6461,0.9851
classification,qwen/qwen3-vl-8b-instruct,dtd,3,5,9,12,0.7500,0.125000,0.4677,0.9111
classification,qwen/qwen3-vl-8b-instruct,dtd,4,1,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,dtd,4,5,10,12,0.8333,0.107583,0.5520,0.9530
classification,qwen/qwen3-vl-8b-instruct,flowers,2,1,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,flowers,2,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,flowers,3,1,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,flowers,3,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,flowers,4,1,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,flowers,4,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,pets,2,1,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,pets,2,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,pets,3,1,10,12,0.8333,0.107583,0.5520,0.9530
classification,qwen/qwen3-vl-8b-instruct,pets,3,5,12,12,1.0000,0.000000,0.7575,1.0000
classification,qwen/qwen3-vl-8b-instruct,pets,4,1,10,12,0.8333,0.107583,0.5520,0.9530
classification,qwen/qwen3-vl-8b-instruct,pets,4,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,cifar10,2,1,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,cifar10,2,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,cifar10,3,1,11,12,0.9167,0.079786,0.6461,0.9851
features,qwen/qwen3-vl-8b-instruct,cifar10,3,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,cifar10,4,1,10,12,0.8333,0.107583,0.5520,0.9530
features,qwen/qwen3-vl-8b-instruct,cifar10,4,5,11,12,0.9167,0.079786,0.6461,0.9851
features,qwen/qwen3-vl-8b-instruct,dtd,2,1,10,12,0.8333,0.107583,0.5520,0.9530
features,qwen/qwen3-vl-8b-instruct,dtd,2,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,dtd,3,1,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,dtd,3,5,10,12,0.8333,0.107583,0.5520,0.9530
features,qwen/qwen3-vl-8b-instruct,dtd,4,1,11,12,0.9167,0.079786,0.6461,0.9851
features,qwen/qwen3-vl-8b-instruct,dtd,4,5,9,12,0.7500,0.125000,0.4677,0.9111
features,qwen/qwen3-vl-8b-instruct,flowers,2,1,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,flowers,2,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,flowers,3,1,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,flowers,3,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,flowers,4,1,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,flowers,4,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,pets,2,1,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,pets,2,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,pets,3,1,9,12,0.7500,0.125000,0.4677,0.9111
features,qwen/qwen3-vl-8b-instruct,pets,3,5,12,12,1.0000,0.000000,0.7575,1.0000
features,qwen/qwen3-vl-8b-instruct,pets,4,1,10,12,0.8333,0.107583,0.5520,0.9530
features,qwen/qwen3-vl-8b-instruct,pets,4,5,11,12,0.9167,0.079786,0.6461,0.9851
nle,qwen/qwen3-vl-8b-instruct,cifar10,2,1,11,12,0.9167,0.079786,0.6461,0.9851
nle,qwen/qwen3-vl-8b-instruct,cifar10,2,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,cifar10,3,1,11,12,0.9167,0.079786,0.6461,0.9851
nle,qwen/qwen3-vl-8b-instruct,cifar10,3,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,cifar10,4,1,10,12,0.8333,0.107583,0.5520,0.9530
nle,qwen/qwen3-vl-8b-instruct,cifar10,4,5,11,12,0.9167,0.079786,0.6461,0.9851
nle,qwen/qwen3-vl-8b-instruct,dtd,2,1,10,12,0.8333,0.107583,0.5520,0.9530
nle,qwen/qwen3-vl-8b-instruct,dtd,2,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,dtd,3,1,10,12,0.8333,0.107583,0.5520,0.9530
nle,qwen/qwen3-vl-8b-instruct,dtd,3,5,9,12,0.7500,0.125000,0.4677,0.9111
nle,qwen/qwen3-vl-8b-instruct,dtd,4,1,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,dtd,4,5,9,12,0.7500,0.125000,0.4677,0.9111
nle,qwen/qwen3-vl-8b-instruct,flowers,2,1,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,flowers,2,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,flowers,3,1,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,flowers,3,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,flowers,4,1,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,flowers,4,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,pets,2,1,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,pets,2,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,pets,3,1,8,12,0.6667,0.136083,0.3906,0.8619
nle,qwen/qwen3-vl-8b-instruct,pets,3,5,12,12,1.0000,0.000000,0.7575,1.0000
nle,qwen/qwen3-vl-8b-instruct,pets,4,1,10,12,0.8333,0.107583,0.5520,0.9530
nle,qwen/qwen3-vl-8b-instruct,pets,4,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,cifar10,2,1,11,12,0.9167,0.079786,0.6461,0.9851
rulebased,qwen/qwen3-vl-8b-instruct,cifar10,2,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,cifar10,3,1,11,12,0.9167,0.079786,0.6461,0.9851
rulebased,qwen/qwen3-vl-8b-instruct,cifar10,3,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,cifar10,4,1,9,12,0.7500,0.125000,0.4677,0.9111
rulebased,qwen/qwen3-vl-8b-instruct,cifar10,4,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,dtd,2,1,11,12,0.9167,0.079786,0.6461,0.9851
rulebased,qwen/qwen3-vl-8b-instruct,dtd,2,5,11,12,0.9167,0.079786,0.6461,0.9851
rulebased,qwen/qwen3-vl-8b-instruct,dtd,3,1,11,12,0.9167,0.079786,0.6461,0.9851
rulebased,qwen/qwen3-vl-8b-instruct,dtd,3,5,10,12,0.8333,0.107583,0.5520,0.9530
rulebased,qwen/qwen3-vl-8b-instruct,dtd,4,1,11,12,0.9167,0.079786,0.6461,0.9851
rulebased,qwen/qwen3-vl-8b-instruct,dtd,4,5,9,12,0.7500,0.125000,0.4677,0.9111
rulebased,qwen/qwen3-vl-8b-instruct,flowers,2,1,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,flowers,2,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,flowers,3,1,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,flowers,3,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,flowers,4,1,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,flowers,4,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,pets,2,1,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,pets,2,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,pets,3,1,7,12,0.5833,0.142319,0.3195,0.8067
rulebased,qwen/qwen3-vl-8b-instruct,pets,3,5,12,12,1.0000,0.000000,0.7575,1.0000
rulebased,qwen/qwen3-vl-8b-instruct,pets,4,1,10,12,0.8333,0.107583,0.5520,0.9530
rulebased,qwen/qwen3-vl-8b-instruct,pets,4,5,11,12,0.9167,0.079786,0.6461,0.9851
