dataset,prompt_type,model,config_n,config_k,config_q,run_id,correct,total,errors,accuracy,run_duration_seconds,avg_trial_wall_seconds,avg_trial_api_seconds,system_fallback_count,artifact_dir
flowers,classification,google/gemma-4-26b-a4b-it,4,1,1,2,4,4,0,1.0000,5.6176,1.4026,1.1866,0,datasets/flowers/classification/N4_K1_Q1/run_2
flowers,classification,google/gemma-4-26b-a4b-it,4,5,1,0,4,4,0,1.0000,9.6107,2.4004,1.8180,0,datasets/flowers/classification/N4_K5_Q1/run_0
flowers,classification,google/gemma-4-26b-a4b-it,4,5,1,1,4,4,0,1.0000,16.0652,4.0141,3.4479,0,datasets/flowers/classification/N4_K5_Q1/run_1
flowers,classification,google/gemma-4-26b-a4b-it,4,5,1,2,4,4,0,1.0000,10.1758,2.5419,2.1190,0,datasets/flowers/classification/N4_K5_Q1/run_2
flowers,nle,google/gemma-4-26b-a4b-it,2,1,1,0,2,2,0,1.0000,10.5740,5.2850,5.1986,0,datasets/flowers/nle/N2_K1_Q1/run_0
flowers,nle,google/gemma-4-26b-a4b-it,2,1,1,1,2,2,0,1.0000,9.7566,4.8739,4.7366,0,datasets/flowers/nle/N2_K1_Q1/run_1
flowers,nle,google/gemma-4-26b-a4b-it,2,1,1,2,2,2,0,1.0000,10.3306,5.1633,5.0168,0,datasets/flowers/nle/N2_K1_Q1/run_2
flowers,nle,google/gemma-4-26b-a4b-it,2,1,1,3,2,2,0,1.0000,17.4410,8.7185,8.6055,0,datasets/flowers/nle/N2_K1_Q1/run_3
flowers,nle,google/gemma-4-26b-a4b-it,2,1,1,4,2,2,0,1.0000,3.8332,1.9148,1.7767,0,datasets/flowers/nle/N2_K1_Q1/run_4
flowers,nle,google/gemma-4-26b-a4b-it,2,1,1,5,2,2,0,1.0000,21.9256,10.9594,10.8173,0,datasets/flowers/nle/N2_K1_Q1/run_5
flowers,nle,google/gemma-4-26b-a4b-it,2,5,1,0,2,2,0,1.0000,15.9565,7.9753,7.6877,0,datasets/flowers/nle/N2_K5_Q1/run_0
flowers,nle,google/gemma-4-26b-a4b-it,2,5,1,1,2,2,0,1.0000,10.1393,5.0655,4.5112,0,datasets/flowers/nle/N2_K5_Q1/run_1
flowers,nle,google/gemma-4-26b-a4b-it,2,5,1,2,2,2,0,1.0000,20.8405,10.4183,10.0337,0,datasets/flowers/nle/N2_K5_Q1/run_2
flowers,nle,google/gemma-4-26b-a4b-it,2,5,1,3,2,2,0,1.0000,26.1832,13.0873,12.7309,0,datasets/flowers/nle/N2_K5_Q1/run_3
flowers,nle,google/gemma-4-26b-a4b-it,2,5,1,4,2,2,0,1.0000,23.2189,11.6068,11.2452,0,datasets/flowers/nle/N2_K5_Q1/run_4
flowers,nle,google/gemma-4-26b-a4b-it,2,5,1,5,2,2,0,1.0000,9.3066,4.6496,4.2894,0,datasets/flowers/nle/N2_K5_Q1/run_5
flowers,nle,google/gemma-4-26b-a4b-it,3,1,1,0,3,3,0,1.0000,37.2848,12.4208,12.2080,0,datasets/flowers/nle/N3_K1_Q1/run_0
flowers,nle,google/gemma-4-26b-a4b-it,3,1,1,1,3,3,0,1.0000,8.3628,2.7860,2.6525,0,datasets/flowers/nle/N3_K1_Q1/run_1
flowers,nle,google/gemma-4-26b-a4b-it,3,1,1,2,3,3,0,1.0000,16.9947,5.6618,5.4914,0,datasets/flowers/nle/N3_K1_Q1/run_2
flowers,nle,google/gemma-4-26b-a4b-it,3,1,1,3,3,3,0,1.0000,22.3058,7.4340,7.2657,0,datasets/flowers/nle/N3_K1_Q1/run_3
flowers,nle,google/gemma-4-26b-a4b-it,3,5,1,0,3,3,0,1.0000,45.5082,15.1676,14.8018,0,datasets/flowers/nle/N3_K5_Q1/run_0
flowers,nle,google/gemma-4-26b-a4b-it,3,5,1,1,3,3,0,1.0000,21.9793,7.3245,6.9129,0,datasets/flowers/nle/N3_K5_Q1/run_1
flowers,nle,google/gemma-4-26b-a4b-it,3,5,1,2,3,3,0,1.0000,17.3660,5.7860,5.3357,0,datasets/flowers/nle/N3_K5_Q1/run_2
flowers,nle,google/gemma-4-26b-a4b-it,3,5,1,3,3,3,0,1.0000,16.6085,5.5299,5.0119,0,datasets/flowers/nle/N3_K5_Q1/run_3
flowers,nle,google/gemma-4-26b-a4b-it,4,1,1,0,4,4,0,1.0000,10.8004,2.6984,2.4822,0,datasets/flowers/nle/N4_K1_Q1/run_0
flowers,nle,google/gemma-4-26b-a4b-it,4,1,1,1,4,4,0,1.0000,86.3403,21.5825,21.2949,0,datasets/flowers/nle/N4_K1_Q1/run_1
flowers,nle,google/gemma-4-26b-a4b-it,4,1,1,2,4,4,0,1.0000,13.6218,3.4034,3.1788,0,datasets/flowers/nle/N4_K1_Q1/run_2
flowers,nle,google/gemma-4-26b-a4b-it,4,5,1,0,4,4,0,1.0000,59.1232,14.7758,14.1492,0,datasets/flowers/nle/N4_K5_Q1/run_0
flowers,nle,google/gemma-4-26b-a4b-it,4,5,1,1,4,4,0,1.0000,39.4731,9.8655,9.1471,0,datasets/flowers/nle/N4_K5_Q1/run_1
flowers,nle,google/gemma-4-26b-a4b-it,4,5,1,2,4,4,0,1.0000,32.4230,8.1039,7.3371,0,datasets/flowers/nle/N4_K5_Q1/run_2
flowers,features,google/gemma-4-26b-a4b-it,2,1,1,0,2,2,0,1.0000,22.5278,11.2516,11.0752,0,datasets/flowers/features/N2_K1_Q1/run_0
flowers,features,google/gemma-4-26b-a4b-it,2,1,1,1,2,2,0,1.0000,4.1802,2.0878,1.9145,0,datasets/flowers/features/N2_K1_Q1/run_1
flowers,features,google/gemma-4-26b-a4b-it,2,1,1,2,2,2,0,1.0000,24.9990,12.4977,12.3452,0,datasets/flowers/features/N2_K1_Q1/run_2
flowers,features,google/gemma-4-26b-a4b-it,2,1,1,3,2,2,0,1.0000,12.0935,6.0441,5.9018,0,datasets/flowers/features/N2_K1_Q1/run_3
flowers,features,google/gemma-4-26b-a4b-it,2,1,1,4,2,2,0,1.0000,3.2267,1.6116,1.4633,0,datasets/flowers/features/N2_K1_Q1/run_4
flowers,features,google/gemma-4-26b-a4b-it,2,1,1,5,2,2,0,1.0000,20.5051,10.2481,10.1269,0,datasets/flowers/features/N2_K1_Q1/run_5
flowers,features,google/gemma-4-26b-a4b-it,2,5,1,0,2,2,0,1.0000,7.9348,3.9648,3.6376,0,datasets/flowers/features/N2_K5_Q1/run_0
flowers,features,google/gemma-4-26b-a4b-it,2,5,1,1,2,2,0,1.0000,7.0966,3.5442,3.0969,0,datasets/flowers/features/N2_K5_Q1/run_1
flowers,features,google/gemma-4-26b-a4b-it,2,5,1,2,2,2,0,1.0000,6.6204,3.2938,2.7799,0,datasets/flowers/features/N2_K5_Q1/run_2
flowers,features,google/gemma-4-26b-a4b-it,2,5,1,3,2,2,0,1.0000,4.6543,2.3234,1.9095,0,datasets/flowers/features/N2_K5_Q1/run_3
flowers,features,google/gemma-4-26b-a4b-it,2,5,1,4,2,2,0,1.0000,5.0166,2.5056,2.1222,0,datasets/flowers/features/N2_K5_Q1/run_4
flowers,features,google/gemma-4-26b-a4b-it,2,5,1,5,2,2,0,1.0000,16.4673,8.2302,7.9587,0,datasets/flowers/features/N2_K5_Q1/run_5
flowers,features,google/gemma-4-26b-a4b-it,3,1,1,0,3,3,0,1.0000,4.8580,1.6127,1.4542,0,datasets/flowers/features/N3_K1_Q1/run_0
flowers,features,google/gemma-4-26b-a4b-it,3,1,1,1,3,3,0,1.0000,18.2562,6.0841,5.8900,0,datasets/flowers/features/N3_K1_Q1/run_1
flowers,features,google/gemma-4-26b-a4b-it,3,1,1,2,3,3,0,1.0000,25.3436,8.4452,8.2619,0,datasets/flowers/features/N3_K1_Q1/run_2
flowers,features,google/gemma-4-26b-a4b-it,3,1,1,3,3,3,0,1.0000,26.5466,8.8473,8.6869,0,datasets/flowers/features/N3_K1_Q1/run_3
flowers,features,google/gemma-4-26b-a4b-it,3,5,1,0,3,3,0,1.0000,37.4337,12.4685,11.8564,0,datasets/flowers/features/N3_K5_Q1/run_0
flowers,features,google/gemma-4-26b-a4b-it,3,5,1,1,3,3,0,1.0000,8.3265,2.7714,2.1838,0,datasets/flowers/features/N3_K5_Q1/run_1
flowers,features,google/gemma-4-26b-a4b-it,3,5,1,2,3,3,0,1.0000,22.9620,7.6518,7.2049,0,datasets/flowers/features/N3_K5_Q1/run_2
flowers,features,google/gemma-4-26b-a4b-it,3,5,1,3,3,3,0,1.0000,10.1482,3.3808,2.9078,0,datasets/flowers/features/N3_K5_Q1/run_3
flowers,features,google/gemma-4-26b-a4b-it,4,1,1,0,4,4,0,1.0000,48.7541,12.1864,11.9574,0,datasets/flowers/features/N4_K1_Q1/run_0
flowers,features,google/gemma-4-26b-a4b-it,4,1,1,1,4,4,0,1.0000,7.3991,1.8478,1.6275,0,datasets/flowers/features/N4_K1_Q1/run_1
flowers,features,google/gemma-4-26b-a4b-it,4,1,1,2,4,4,0,1.0000,9.6578,2.4131,2.1841,0,datasets/flowers/features/N4_K1_Q1/run_2
flowers,features,google/gemma-4-26b-a4b-it,4,5,1,0,4,4,0,1.0000,33.8606,8.4608,7.7429,0,datasets/flowers/features/N4_K5_Q1/run_0
flowers,features,google/gemma-4-26b-a4b-it,4,5,1,1,4,4,0,1.0000,19.3343,4.8318,4.0212,0,datasets/flowers/features/N4_K5_Q1/run_1
flowers,features,google/gemma-4-26b-a4b-it,4,5,1,2,4,4,0,1.0000,19.2775,4.8169,4.0994,0,datasets/flowers/features/N4_K5_Q1/run_2
flowers,rulebased,google/gemma-4-26b-a4b-it,2,1,1,0,2,2,0,1.0000,20.1511,10.0725,9.9490,0,datasets/flowers/rulebased/N2_K1_Q1/run_0
flowers,rulebased,google/gemma-4-26b-a4b-it,2,1,1,1,2,2,0,1.0000,32.1037,16.0494,15.9191,0,datasets/flowers/rulebased/N2_K1_Q1/run_1
flowers,rulebased,google/gemma-4-26b-a4b-it,2,1,1,2,2,2,0,1.0000,36.1788,18.0865,17.9529,0,datasets/flowers/rulebased/N2_K1_Q1/run_2
flowers,rulebased,google/gemma-4-26b-a4b-it,2,1,1,3,2,2,0,1.0000,15.5804,7.7844,7.6971,0,datasets/flowers/rulebased/N2_K1_Q1/run_3
flowers,rulebased,google/gemma-4-26b-a4b-it,2,1,1,4,2,2,0,1.0000,22.9977,11.4972,11.3619,0,datasets/flowers/rulebased/N2_K1_Q1/run_4
flowers,rulebased,google/gemma-4-26b-a4b-it,2,1,1,5,2,2,0,1.0000,6.5194,3.2575,3.1709,0,datasets/flowers/rulebased/N2_K1_Q1/run_5
flowers,rulebased,google/gemma-4-26b-a4b-it,2,5,1,0,2,2,0,1.0000,11.3488,5.6716,5.3608,0,datasets/flowers/rulebased/N2_K5_Q1/run_0
flowers,rulebased,google/gemma-4-26b-a4b-it,2,5,1,1,2,2,0,1.0000,47.2413,23.6161,23.2379,0,datasets/flowers/rulebased/N2_K5_Q1/run_1
flowers,rulebased,google/gemma-4-26b-a4b-it,2,5,1,2,2,2,0,1.0000,60.2123,30.1026,29.8477,0,datasets/flowers/rulebased/N2_K5_Q1/run_2
flowers,rulebased,google/gemma-4-26b-a4b-it,2,5,1,3,2,2,0,1.0000,43.4308,21.7132,21.3193,0,datasets/flowers/rulebased/N2_K5_Q1/run_3
flowers,rulebased,google/gemma-4-26b-a4b-it,2,5,1,4,2,2,0,1.0000,29.9806,14.9875,14.3959,0,datasets/flowers/rulebased/N2_K5_Q1/run_4
flowers,rulebased,google/gemma-4-26b-a4b-it,2,5,1,5,2,2,0,1.0000,40.6585,20.3249,19.9130,0,datasets/flowers/rulebased/N2_K5_Q1/run_5
flowers,rulebased,google/gemma-4-26b-a4b-it,3,1,1,0,3,3,0,1.0000,30.8654,10.2860,10.1001,0,datasets/flowers/rulebased/N3_K1_Q1/run_0
flowers,rulebased,google/gemma-4-26b-a4b-it,3,1,1,1,3,3,0,1.0000,46.5813,15.5222,15.3390,0,datasets/flowers/rulebased/N3_K1_Q1/run_1
flowers,rulebased,google/gemma-4-26b-a4b-it,3,1,1,2,3,3,0,1.0000,16.2156,5.3993,5.1937,0,datasets/flowers/rulebased/N3_K1_Q1/run_2
flowers,rulebased,google/gemma-4-26b-a4b-it,3,1,1,3,3,3,0,1.0000,58.1746,19.3890,19.1906,0,datasets/flowers/rulebased/N3_K1_Q1/run_3
flowers,rulebased,google/gemma-4-26b-a4b-it,3,5,1,0,3,3,0,1.0000,21.8406,7.2758,6.7411,0,datasets/flowers/rulebased/N3_K5_Q1/run_0
flowers,rulebased,google/gemma-4-26b-a4b-it,3,5,1,1,3,3,0,1.0000,38.9049,12.9662,12.4131,0,datasets/flowers/rulebased/N3_K5_Q1/run_1
flowers,rulebased,google/gemma-4-26b-a4b-it,3,5,1,2,3,3,0,1.0000,42.3306,14.1074,13.6285,0,datasets/flowers/rulebased/N3_K5_Q1/run_2
flowers,rulebased,google/gemma-4-26b-a4b-it,3,5,1,3,3,3,0,1.0000,21.3540,7.1136,6.6045,0,datasets/flowers/rulebased/N3_K5_Q1/run_3
flowers,rulebased,google/gemma-4-26b-a4b-it,4,1,1,0,4,4,0,1.0000,40.0856,10.0200,9.8249,0,datasets/flowers/rulebased/N4_K1_Q1/run_0
flowers,rulebased,google/gemma-4-26b-a4b-it,4,1,1,1,4,4,0,1.0000,44.6548,11.1623,10.9908,0,datasets/flowers/rulebased/N4_K1_Q1/run_1
flowers,rulebased,google/gemma-4-26b-a4b-it,4,1,1,2,4,4,0,1.0000,27.3673,6.8390,6.5224,0,datasets/flowers/rulebased/N4_K1_Q1/run_2
flowers,rulebased,google/gemma-4-26b-a4b-it,4,5,1,0,4,4,0,1.0000,95.4042,23.8461,23.2459,0,datasets/flowers/rulebased/N4_K5_Q1/run_0
flowers,rulebased,google/gemma-4-26b-a4b-it,4,5,1,1,4,4,0,1.0000,32.8971,8.2223,7.3674,0,datasets/flowers/rulebased/N4_K5_Q1/run_1
flowers,rulebased,google/gemma-4-26b-a4b-it,4,5,1,2,4,4,0,1.0000,68.6017,17.1483,16.4057,0,datasets/flowers/rulebased/N4_K5_Q1/run_2
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,1,1,0,2,2,0,1.0000,8.8831,4.4393,4.2896,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_0
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,1,1,1,2,2,0,1.0000,22.8500,11.4224,11.3271,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_1
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,1,1,2,2,2,0,1.0000,36.7911,18.3934,18.2160,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_2
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,1,1,3,2,2,0,1.0000,32.8959,16.4456,16.2703,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_3
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,1,1,4,2,2,0,1.0000,8.4870,4.2409,4.0600,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_4
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,1,1,5,2,2,0,1.0000,23.3218,11.6580,11.4846,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_5
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,5,1,0,2,2,0,1.0000,14.4046,7.1974,6.7314,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_0
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,5,1,1,2,2,0,1.0000,26.0252,13.0100,12.4901,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_1
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,5,1,2,2,2,0,1.0000,27.0705,13.5324,13.2023,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_2
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,5,1,3,2,2,0,1.0000,35.7565,17.8668,17.4067,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_3
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,5,1,4,2,2,0,1.0000,49.6132,24.7942,24.4604,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_4
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,2,5,1,5,2,2,0,1.0000,10.5316,5.2630,4.8969,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_5
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,1,1,0,3,3,0,1.0000,39.8904,13.2942,13.0736,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_0
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,1,1,1,2,3,0,0.6667,39.0736,13.0224,12.8967,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_1
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,1,1,2,3,3,0,1.0000,33.8120,11.2676,11.0719,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_2
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,1,1,3,3,3,0,1.0000,17.5701,5.8551,5.6555,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_3
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,5,1,0,3,3,0,1.0000,79.5968,26.5300,26.0170,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_0
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,5,1,1,3,3,0,1.0000,102.3171,34.1032,33.6756,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_1
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,5,1,2,3,3,0,1.0000,93.3891,31.1171,30.6578,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_2
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,3,5,1,3,3,3,0,1.0000,72.1620,24.0518,23.5421,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_3
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,4,1,1,0,4,4,0,1.0000,74.2595,18.5599,18.3404,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_0
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,4,1,1,1,4,4,0,1.0000,130.3659,32.5899,32.4141,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_1
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,4,1,1,2,4,4,0,1.0000,86.1745,21.5420,21.2884,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_2
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,4,5,1,0,4,4,0,1.0000,83.9287,20.9786,20.4063,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_0
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,4,5,1,1,4,4,0,1.0000,138.4269,34.6022,33.8874,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_1
flowers,axioms_ontology_v2,google/gemma-4-26b-a4b-it,4,5,1,2,4,4,0,1.0000,65.0768,16.2668,15.5354,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_2
pets,classification,google/gemma-4-26b-a4b-it,2,1,1,0,2,2,0,1.0000,19.5933,9.7915,9.6709,0,datasets/pets/classification/N2_K1_Q1/run_0
pets,classification,google/gemma-4-26b-a4b-it,2,1,1,1,2,2,0,1.0000,4.0116,2.0026,1.7312,0,datasets/pets/classification/N2_K1_Q1/run_1
pets,classification,google/gemma-4-26b-a4b-it,2,1,1,2,2,2,0,1.0000,4.4186,2.2074,2.0991,0,datasets/pets/classification/N2_K1_Q1/run_2
pets,classification,google/gemma-4-26b-a4b-it,2,1,1,3,2,2,0,1.0000,5.3854,2.6892,2.5490,0,datasets/pets/classification/N2_K1_Q1/run_3
pets,classification,google/gemma-4-26b-a4b-it,2,1,1,4,2,2,0,1.0000,3.1340,1.5636,1.4177,0,datasets/pets/classification/N2_K1_Q1/run_4
pets,classification,google/gemma-4-26b-a4b-it,2,1,1,5,2,2,0,1.0000,1.7932,0.8949,0.7233,0,datasets/pets/classification/N2_K1_Q1/run_5
pets,classification,google/gemma-4-26b-a4b-it,2,5,1,0,2,2,0,1.0000,4.7344,2.3632,2.0970,0,datasets/pets/classification/N2_K5_Q1/run_0
pets,classification,google/gemma-4-26b-a4b-it,2,5,1,1,2,2,0,1.0000,5.1179,2.5557,2.1287,0,datasets/pets/classification/N2_K5_Q1/run_1
pets,classification,google/gemma-4-26b-a4b-it,2,5,1,2,2,2,0,1.0000,4.0832,2.0379,1.5577,0,datasets/pets/classification/N2_K5_Q1/run_2
pets,classification,google/gemma-4-26b-a4b-it,2,5,1,3,2,2,0,1.0000,5.6521,2.8242,2.5577,0,datasets/pets/classification/N2_K5_Q1/run_3
pets,classification,google/gemma-4-26b-a4b-it,2,5,1,4,2,2,0,1.0000,3.7728,1.8806,1.4671,0,datasets/pets/classification/N2_K5_Q1/run_4
pets,classification,google/gemma-4-26b-a4b-it,2,5,1,5,2,2,0,1.0000,3.4435,1.7147,1.0592,0,datasets/pets/classification/N2_K5_Q1/run_5
pets,classification,google/gemma-4-26b-a4b-it,3,1,1,0,2,3,0,0.6667,4.7460,1.5806,1.3561,0,datasets/pets/classification/N3_K1_Q1/run_0
pets,classification,google/gemma-4-26b-a4b-it,3,1,1,1,3,3,0,1.0000,5.3390,1.7779,1.6153,0,datasets/pets/classification/N3_K1_Q1/run_1
pets,classification,google/gemma-4-26b-a4b-it,3,1,1,2,3,3,0,1.0000,21.3935,7.1294,6.9973,0,datasets/pets/classification/N3_K1_Q1/run_2
pets,classification,google/gemma-4-26b-a4b-it,3,1,1,3,3,3,0,1.0000,11.1460,3.7101,3.4341,0,datasets/pets/classification/N3_K1_Q1/run_3
pets,classification,google/gemma-4-26b-a4b-it,3,5,1,0,3,3,0,1.0000,11.9539,3.9663,3.4543,0,datasets/pets/classification/N3_K5_Q1/run_0
pets,classification,google/gemma-4-26b-a4b-it,3,5,1,1,3,3,0,1.0000,7.4345,2.4753,2.2089,0,datasets/pets/classification/N3_K5_Q1/run_1
pets,classification,google/gemma-4-26b-a4b-it,3,5,1,2,3,3,0,1.0000,12.3128,4.0954,3.6306,0,datasets/pets/classification/N3_K5_Q1/run_2
pets,classification,google/gemma-4-26b-a4b-it,3,5,1,3,3,3,0,1.0000,9.3160,3.0949,2.4662,0,datasets/pets/classification/N3_K5_Q1/run_3
pets,classification,google/gemma-4-26b-a4b-it,4,1,1,0,4,4,0,1.0000,6.2811,1.5632,1.3075,0,datasets/pets/classification/N4_K1_Q1/run_0
pets,classification,google/gemma-4-26b-a4b-it,4,1,1,1,3,4,0,0.7500,5.9005,1.4706,1.3086,0,datasets/pets/classification/N4_K1_Q1/run_1
pets,classification,google/gemma-4-26b-a4b-it,4,1,1,2,3,4,0,0.7500,21.9849,5.4908,5.2489,0,datasets/pets/classification/N4_K1_Q1/run_2
pets,classification,google/gemma-4-26b-a4b-it,4,5,1,0,4,4,0,1.0000,19.5509,4.8815,4.2221,0,datasets/pets/classification/N4_K5_Q1/run_0
pets,classification,google/gemma-4-26b-a4b-it,4,5,1,1,4,4,0,1.0000,7.6171,1.9024,1.2943,0,datasets/pets/classification/N4_K5_Q1/run_1
pets,classification,google/gemma-4-26b-a4b-it,4,5,1,2,4,4,0,1.0000,7.5124,1.8763,1.3542,0,datasets/pets/classification/N4_K5_Q1/run_2
pets,nle,google/gemma-4-26b-a4b-it,2,1,1,0,2,2,0,1.0000,3.5928,1.7945,1.6494,0,datasets/pets/nle/N2_K1_Q1/run_0
